Cement,Slag,FlyAsh,Water,SP,CoarseAgg,FineAgg,Age,Strength,WC_Ratio,Strength_Class
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,47.080648053396175,0.578856749,Medium
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.578856749,High
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,21.622810718353676,0.579574161,Low
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,32.6457114962994,0.579574161,Medium
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,40.12178802262775,0.579574161,High
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,48.330913733040035,0.579574161,High
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.579574161,High
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,20.42069590112097,0.579979709,Low
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,31.21099165389446,0.579979709,Medium
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,38.53470181026012,0.579979709,Medium
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,46.921848117176616,0.579979709,High
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.579979709,High
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,23.43344791967395,0.580222399,Low
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,34.34786647089028,0.580222399,Medium
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,41.647906013490214,0.580222399,Medium
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,49.37738229934959,0.580222399,Medium
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.580222399,Medium
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,17.910291613622668,0.634684866,Low
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,29.073028077059956,0.634684866,Low
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,36.68757713065385,0.634684866,Low
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,45.04092764868619,0.634684866,Medium
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.634684866,High
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.92295529830583,0.57986524,Low
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,33.14744481123595,0.57986524,Medium
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,40.76241151457579,0.57986524,High
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,48.85391851518545,0.57986524,High
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.57986524,High
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,27.251625195246127,0.580632091,Low
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,37.910684856763474,0.580632091,Medium
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,44.92450624791326,0.580632091,High
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,52.211858047803084,0.580632091,High
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,0.580632091,High
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,25.24290698385166,0.579789168,Low
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,35.93136058653303,0.579789168,Medium
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,43.092144381933906,0.579789168,High
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,51.041519010879526,0.579789168,High
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.579789168,High
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,23.638913215364994,0.588156124,Low
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,34.325958106970575,0.588156124,Medium
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,41.51811464323621,0.588156124,High
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,49.64167046529515,0.588156124,High
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.588156124,High
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,19.369819182739924,0.724379972,Low
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,30.809392488475716,0.724379972,Medium
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,38.86877420977801,0.724379972,Medium
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,48.422570156300985,0.724379972,High
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.724379972,High
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,19.207629289442643,0.72412178,Low
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,30.833386152092768,0.72412178,Medium
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,39.060087171185586,0.72412178,High
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,48.71452626076639,0.72412178,High
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.72412178,High
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,29.10643802448954,0.57972583,Low
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,40.22267913971172,0.57972583,High
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,47.923465176843294,0.57972583,High
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,56.93787573010436,0.57972583,High
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.57972583,High
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,28.047115018559232,0.64527956,Low
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,39.38233456858252,0.64527956,Medium
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,47.23493557310796,0.64527956,High
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,56.12664257412294,0.64527956,High
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.64527956,High
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,20.56476633590107,0.724057701,Low
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,31.937150484627736,0.724057701,Medium
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,39.964895818820274,0.724057701,High
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,49.63644810227066,0.724057701,High
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.724057701,High
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,16.836302807147106,0.72407492,Low
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,27.62864797622423,0.72407492,Low
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,34.88055985270841,0.72407492,Low
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,42.87410356489167,0.72407492,Medium
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.72407492,High
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,14.647129550547183,0.570744681,Low
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,23.41644953475454,0.570744681,Low
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,28.770321399713566,0.570744681,Medium
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,35.241560532281234,0.570744681,Medium
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.570744681,Medium
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,66.76051356552094,0.28,High
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,67.5481703144531,0.298947368,High
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,63.66950824639295,0.46031746,High
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,43.95130177116473,0.386138614,High
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,61.180271766835375,0.365853659,High
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,49.0873224992997,0.313953488,Medium
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,56.869259619438054,0.326923077,High
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,52.32080538797661,0.350378788,High
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,55.97619529700243,0.336538462,High
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,54.802158449650655,0.41038961,High
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,48.362592105032974,0.399920016,Medium
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,54.77709013988908,0.444345701,Medium
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,53.79266433529135,0.420654912,High
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,49.15239837119401,0.501501502,High
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.721759042047594,0.565868263,Medium
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,47.82400907156936,0.432098765,High
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,39.53190779958439,0.95,High
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,48.951062261570286,0.313953488,Medium
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,24.01265681052275,1.268965517,Low
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,27.26287370070424,1.1375,Medium
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,34.58784068740364,0.807692308,Medium
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,56.44803739194426,0.636,High
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,59.44874785778078,0.341052632,High
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,51.50181564206059,0.571929825,High
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,53.859035498920875,0.449438202,High
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,63.58572625410703,0.589090909,High
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,63.2588717764011,0.302,High
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,11.210364485763344,0.992727273,Low
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,17.574175863627623,1.061212121,Low
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.954477886170856,1.010674157,Low
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,19.119707222182853,1.048387097,Low
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,14.53381683043631,0.909512761,Low
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,17.76112045799347,0.949855908,Low
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,17.406400102344016,0.982035928,Low
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,17.39312315417023,0.99136939,Low
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,9.955539751743979,0.8754598,Low
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,11.413706717690436,0.7672,Low
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,17.156169232107267,0.745667447,Low
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,11.117662883557282,0.874165383,Low
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,12.779940477078304,0.767303103,Low
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,20.412643415602684,0.992727273,Low
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,28.54563586617891,1.061212121,Medium
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,30.855794129471498,1.010674157,Medium
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,30.06845310160429,1.048387097,Medium
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,24.984212640930938,0.909512761,Low
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,28.62481968843572,0.949855908,Medium
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,28.55139029607839,0.982035928,Medium
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,28.839280731694622,0.99136939,Low
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,20.60015059171668,0.8754598,Low
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,21.487253398389036,0.7672,Low
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,28.7936841987241,0.745667447,Low
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,21.519892150806594,0.874165383,Low
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,22.739494436934542,0.767303103,Low
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.132854233937522,0.992727273,Low
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,36.1294293850047,1.061212121,High
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,37.301366533423405,1.010674157,Medium
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,37.6396176926032,1.048387097,Medium
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,32.053459780309744,0.909512761,Medium
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,36.111969461362314,0.949855908,Medium
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,36.33493712916085,0.982035928,Medium
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,36.930181433857626,0.99136939,Medium
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,27.755442936688596,0.8754598,Low
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,28.1141862855105,0.7672,Low
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,37.040556308777425,0.745667447,Medium
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,28.457684434981772,0.874165383,Medium
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,29.224277696847295,0.767303103,Medium
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,32.71617456638961,0.992727273,Medium
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,45.135900688988656,1.061212121,High
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,44.7832943136189,1.010674157,High
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,46.675530442653056,1.048387097,High
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,40.53021553136763,0.909512761,Medium
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,45.06124630888817,0.949855908,High
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,45.67000132960629,0.982035928,High
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,46.62477265594956,0.99136939,High
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,35.862869279935325,0.8754598,Medium
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,35.83168393021749,0.7672,Medium
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,46.75283383829963,0.745667447,High
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,36.43582292439149,0.874165383,Medium
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,36.66732818357527,0.767303103,Medium
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,0.992727273,Medium
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.061212121,High
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.010674157,High
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.048387097,High
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.909512761,Medium
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.949855908,High
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,0.982035928,High
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.99136939,High
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,0.8754598,Medium
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.7672,Medium
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.745667447,High
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,0.874165383,Medium
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.767303103,Medium
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,54.229371299128275,0.3632287,High
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,54.229371299128275,0.3632287,Medium
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,54.229371299128275,0.3632287,High
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,54.42195204242745,0.3632287,High
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,37.23377637963128,0.3632287,Medium
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,37.23377637963128,0.3632287,Low
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,37.23377637963128,0.3632287,Low
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,42.31371925176352,0.3632287,High
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,42.31371925176352,0.3632287,Medium
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,42.31371925176352,0.3632287,Medium
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,60.790510806108486,0.3632287,High
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,60.790510806108486,0.3632287,High
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,60.790510806108486,0.3632287,High
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,61.20917196704072,0.3632287,High
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.1098779255567,0.405684755,High
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,50.241942611520756,0.405684755,High
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,50.389323984792,0.405684755,High
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,31.420819308030186,0.405684755,Low
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,31.563063156019687,0.405684755,Low
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,31.748794157739418,0.405684755,Medium
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.817107678128245,0.405684755,Medium
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,36.95320044598621,0.405684755,Medium
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,37.10678916617366,0.405684755,Medium
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,57.76577837201579,0.405684755,High
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,57.966345484127295,0.405684755,High
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,58.530212643836535,0.405684755,High
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,51.64425217126924,0.408450704,Medium
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,51.138749799766245,0.408450704,High
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,49.125509473452205,0.427698574,High
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,53.39001765898492,0.409368635,High
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,31.511625843241816,0.427698574,Low
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,36.617011986176564,0.427698574,Medium
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,57.67731872265901,0.427698574,High
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,35.331810369831345,0.409368635,Low
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,40.51118533784887,0.409368635,Medium
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,62.388279510935824,0.409368635,High
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,55.55126778996071,0.419811321,High
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,34.305721028368055,0.419811321,Medium
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,56.873121677192735,0.396226415,High
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,41.07910766342478,0.419811321,Medium
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.75160220269882,0.419811321,High
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,37.041906190493165,0.396226415,Medium
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,42.56770530599737,0.396226415,Medium
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,66.74871536715538,0.396226415,High
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,20.44735779926465,1.01980198,Low
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,6.14613130179905,1.01980198,Low
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,10.670274436358627,1.01980198,Low
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,26.19382045521069,1.01980198,Low
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,37.39245111949508,0.63028169,Medium
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,17.917692836422138,0.63028169,Low
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,23.335251109107134,0.63028169,Low
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,47.77346999442286,0.63028169,Medium
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,54.031317026746954,0.428969359,High
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,54.031317026746954,0.428969359,High
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,34.4844744062011,0.428969359,Low
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,34.4844744062011,0.428969359,Low
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,39.98789126233641,0.428969359,Medium
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,39.98789126233641,0.428969359,Medium
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,63.17999555092763,0.428969359,High
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,63.17999555092763,0.428969359,High
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,34.829229071144816,0.5,Low
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,35.874147732225666,0.664359862,Medium
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,10.58755739799559,0.664359862,Low
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,20.11308070134386,0.488549618,Low
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,47.58852792041108,0.488549618,High
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,35.16120815961249,0.488549618,Medium
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.54220525081113,0.4,Medium
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,32.68725201068591,0.4,Medium
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,57.06260137481563,0.4,High
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,28.005450746195834,0.4,Low
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,14.42889755718116,0.576576577,Low
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,31.580199436531508,0.752941176,Low
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,12.435811961430334,0.752941176,Low
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,15.087578011273925,0.664359862,Low
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,21.953561490284272,0.752941176,Low
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,29.22928981313732,0.576576577,Medium
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,18.99025041116022,0.576576577,Low
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.001495071737395,0.664359862,Low
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.09249445197527,0.576576577,Medium
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,24.714853998142512,0.488549618,Low
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.009767641358215,0.752941176,Low
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,16.5077878403758,1.169395466,Low
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,33.99361820504312,0.775041736,Low
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,20.90850330461884,0.779596977,Low
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,33.71652022719897,1.020890599,Low
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,35.62410705267548,0.959689922,Medium
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,22.70211207069751,0.726810176,Low
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,24.39200631429587,0.680718475,Low
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,46.727744783581585,0.775041736,Medium
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,31.2485896308755,0.841032609,Low
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,38.92808042093533,0.467758186,Medium
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,27.274384874041452,0.485490196,Low
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,26.757280075885504,0.881347888,Low
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,29.193344605543558,1.169395466,Low
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,17.978196121257753,0.627789047,Low
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,35.02602270518423,0.726810176,Medium
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,17.40860002232671,0.912530713,Low
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,28.632284373517173,0.467758186,Low
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,35.020894046483065,0.486890404,Low
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,27.71577978409435,0.627789047,Low
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,43.49731738423104,0.814473684,Medium
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,19.05808639544712,0.841032609,Low
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,42.24814557095368,0.587472319,Medium
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,10.360527681559551,1.368459838,Low
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,19.63816857384618,0.779924402,Low
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,22.82687881773169,0.547464623,Low
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,22.880757419287235,1.368459838,Low
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,22.799445980809878,0.959689922,Low
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,29.52624642918472,0.912530713,Low
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,26.227823050316324,0.639903515,Low
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,20.91254509631428,1.020890599,Low
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,27.374833813652614,1.090428655,Low
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,39.684273546046505,0.881347888,Medium
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,30.66121363617887,0.814473684,Low
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,38.73079995539287,0.639903515,Medium
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,24.089732781140786,0.486890404,Low
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,33.09939040886073,0.779596977,Low
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,12.522647223108779,0.997314715,Low
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,32.87757083537518,0.547464623,Medium
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.07634416689566,0.779924402,Low
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,21.823682703548386,0.735445545,Low
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.55165541043323,0.485490196,Medium
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,12.256110993231205,0.735445545,Low
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,29.77855842792109,0.587472319,Low
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,24.44741638203722,0.997314715,Low
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,14.775697822944695,1.090428655,Low
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,36.79997092710652,0.680718475,Medium
