Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
162,207,172,216,10,822,638,84,
162,207,172,216,10,822,638,85,
162,207,172,216,10,822,638,86,
162,207,172,216,10,822,638,87,
162,207,172,216,10,822,638,88,
162,207,172,216,10,822,638,89,
162,207,172,216,10,822,638,90,
162,190,148,179,19,838,741,1,
162,190,148,179,19,838,741,2,
162,190,148,179,19,838,741,3,
162,190,148,179,19,838,741,4,
162,190,148,179,19,838,741,5,
162,190,148,179,19,838,741,6,
162,190,148,179,19,838,741,7,
162,190,148,179,19,838,741,8,
162,190,148,179,19,838,741,9,
162,190,148,179,19,838,741,10,
162,190,148,179,19,838,741,11,
162,190,148,179,19,838,741,12,
162,190,148,179,19,838,741,13,
162,190,148,179,19,838,741,14,
162,190,148,179,19,838,741,15,
162,190,148,179,19,838,741,16,
162,190,148,179,19,838,741,17,
162,190,148,179,19,838,741,18,
162,190,148,179,19,838,741,19,
162,190,148,179,19,838,741,20,
162,190,148,179,19,838,741,21,
162,190,148,179,19,838,741,22,
162,190,148,179,19,838,741,23,
162,190,148,179,19,838,741,24,
162,190,148,179,19,838,741,25,
162,190,148,179,19,838,741,26,
162,190,148,179,19,838,741,27,
162,190,148,179,19,838,741,28,33.76
162,190,148,179,19,838,741,29,
162,190,148,179,19,838,741,30,
162,190,148,179,19,838,741,31,
162,190,148,179,19,838,741,32,
162,190,148,179,19,838,741,33,
162,190,148,179,19,838,741,34,
162,190,148,179,19,838,741,35,
162,190,148,179,19,838,741,36,
162,190,148,179,19,838,741,37,
162,190,148,179,19,838,741,38,
162,190,148,179,19,838,741,39,
162,190,148,179,19,838,741,40,
162,190,148,179,19,838,741,41,
162,190,148,179,19,838,741,42,
162,190,148,179,19,838,741,43,
162,190,148,179,19,838,741,44,
162,190,148,179,19,838,741,45,
162,190,148,179,19,838,741,46,
162,190,148,179,19,838,741,47,
162,190,148,179,19,838,741,48,
162,190,148,179,19,838,741,49,
162,190,148,179,19,838,741,50,
162,190,148,179,19,838,741,51,
162,190,148,179,19,838,741,52,
162,190,148,179,19,838,741,53,
162,190,148,179,19,838,741,54,
162,190,148,179,19,838,741,55,
162,190,148,179,19,838,741,56,
162,190,148,179,19,838,741,57,
162,190,148,179,19,838,741,58,
162,190,148,179,19,838,741,59,
162,190,148,179,19,838,741,60,
162,190,148,179,19,838,741,61,
162,190,148,179,19,838,741,62,
162,190,148,179,19,838,741,63,
162,190,148,179,19,838,741,64,
162,190,148,179,19,838,741,65,
162,190,148,179,19,838,741,66,
162,190,148,179,19,838,741,67,
162,190,148,179,19,838,741,68,
162,190,148,179,19,838,741,69,
162,190,148,179,19,838,741,70,
162,190,148,179,19,838,741,71,
162,190,148,179,19,838,741,72,
162,190,148,179,19,838,741,73,
162,190,148,179,19,838,741,74,
162,190,148,179,19,838,741,75,
162,190,148,179,19,838,741,76,
162,190,148,179,19,838,741,77,
162,190,148,179,19,838,741,78,
162,190,148,179,19,838,741,79,
162,190,148,179,19,838,741,80,
162,190,148,179,19,838,741,81,
162,190,148,179,19,838,741,82,
162,190,148,179,19,838,741,83,
162,190,148,179,19,838,741,84,
162,190,148,179,19,838,741,85,
162,190,148,179,19,838,741,86,
162,190,148,179,19,838,741,87,
162,190,148,179,19,838,741,88,
162,190,148,179,19,838,741,89,
162,190,148,179,19,838,741,90,
162,190.1,148.1,178.8,18.8,838.1,741.4,1,
162,190.1,148.1,178.8,18.8,838.1,741.4,2,
162,190.1,148.1,178.8,18.8,838.1,741.4,3,
162,190.1,148.1,178.8,18.8,838.1,741.4,4,
162,190.1,148.1,178.8,18.8,838.1,741.4,5,
162,190.1,148.1,178.8,18.8,838.1,741.4,6,
162,190.1,148.1,178.8,18.8,838.1,741.4,7,
162,190.1,148.1,178.8,18.8,838.1,741.4,8,
162,190.1,148.1,178.8,18.8,838.1,741.4,9,
162,190.1,148.1,178.8,18.8,838.1,741.4,10,
162,190.1,148.1,178.8,18.8,838.1,741.4,11,
162,190.1,148.1,178.8,18.8,838.1,741.4,12,
162,190.1,148.1,178.8,18.8,838.1,741.4,13,
162,190.1,148.1,178.8,18.8,838.1,741.4,14,
162,190.1,148.1,178.8,18.8,838.1,741.4,15,
162,190.1,148.1,178.8,18.8,838.1,741.4,16,
162,190.1,148.1,178.8,18.8,838.1,741.4,17,
162,190.1,148.1,178.8,18.8,838.1,741.4,18,
162,190.1,148.1,178.8,18.8,838.1,741.4,19,
162,190.1,148.1,178.8,18.8,838.1,741.4,20,
162,190.1,148.1,178.8,18.8,838.1,741.4,21,
162,190.1,148.1,178.8,18.8,838.1,741.4,22,
162,190.1,148.1,178.8,18.8,838.1,741.4,23,
162,190.1,148.1,178.8,18.8,838.1,741.4,24,
162,190.1,148.1,178.8,18.8,838.1,741.4,25,
162,190.1,148.1,178.8,18.8,838.1,741.4,26,
162,190.1,148.1,178.8,18.8,838.1,741.4,27,
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
162,190.1,148.1,178.8,18.8,838.1,741.4,29,
162,190.1,148.1,178.8,18.8,838.1,741.4,30,
162,190.1,148.1,178.8,18.8,838.1,741.4,31,
162,190.1,148.1,178.8,18.8,838.1,741.4,32,
162,190.1,148.1,178.8,18.8,838.1,741.4,33,
162,190.1,148.1,178.8,18.8,838.1,741.4,34,
162,190.1,148.1,178.8,18.8,838.1,741.4,35,
162,190.1,148.1,178.8,18.8,838.1,741.4,36,
162,190.1,148.1,178.8,18.8,838.1,741.4,37,
162,190.1,148.1,178.8,18.8,838.1,741.4,38,
162,190.1,148.1,178.8,18.8,838.1,741.4,39,
162,190.1,148.1,178.8,18.8,838.1,741.4,40,
162,190.1,148.1,178.8,18.8,838.1,741.4,41,
162,190.1,148.1,178.8,18.8,838.1,741.4,42,
162,190.1,148.1,178.8,18.8,838.1,741.4,43,
162,190.1,148.1,178.8,18.8,838.1,741.4,44,
162,190.1,148.1,178.8,18.8,838.1,741.4,45,
162,190.1,148.1,178.8,18.8,838.1,741.4,46,
162,190.1,148.1,178.8,18.8,838.1,741.4,47,
162,190.1,148.1,178.8,18.8,838.1,741.4,48,
162,190.1,148.1,178.8,18.8,838.1,741.4,49,
162,190.1,148.1,178.8,18.8,838.1,741.4,50,
162,190.1,148.1,178.8,18.8,838.1,741.4,51,
162,190.1,148.1,178.8,18.8,838.1,741.4,52,
162,190.1,148.1,178.8,18.8,838.1,741.4,53,
162,190.1,148.1,178.8,18.8,838.1,741.4,54,
162,190.1,148.1,178.8,18.8,838.1,741.4,55,
162,190.1,148.1,178.8,18.8,838.1,741.4,56,
162,190.1,148.1,178.8,18.8,838.1,741.4,57,
162,190.1,148.1,178.8,18.8,838.1,741.4,58,
162,190.1,148.1,178.8,18.8,838.1,741.4,59,
162,190.1,148.1,178.8,18.8,838.1,741.4,60,
162,190.1,148.1,178.8,18.8,838.1,741.4,61,
162,190.1,148.1,178.8,18.8,838.1,741.4,62,
162,190.1,148.1,178.8,18.8,838.1,741.4,63,
162,190.1,148.1,178.8,18.8,838.1,741.4,64,
162,190.1,148.1,178.8,18.8,838.1,741.4,65,
162,190.1,148.1,178.8,18.8,838.1,741.4,66,
162,190.1,148.1,178.8,18.8,838.1,741.4,67,
162,190.1,148.1,178.8,18.8,838.1,741.4,68,
162,190.1,148.1,178.8,18.8,838.1,741.4,69,
162,190.1,148.1,178.8,18.8,838.1,741.4,70,
162,190.1,148.1,178.8,18.8,838.1,741.4,71,
162,190.1,148.1,178.8,18.8,838.1,741.4,72,
162,190.1,148.1,178.8,18.8,838.1,741.4,73,
162,190.1,148.1,178.8,18.8,838.1,741.4,74,
162,190.1,148.1,178.8,18.8,838.1,741.4,75,
162,190.1,148.1,178.8,18.8,838.1,741.4,76,
162,190.1,148.1,178.8,18.8,838.1,741.4,77,
162,190.1,148.1,178.8,18.8,838.1,741.4,78,
162,190.1,148.1,178.8,18.8,838.1,741.4,79,
162,190.1,148.1,178.8,18.8,838.1,741.4,80,
162,190.1,148.1,178.8,18.8,838.1,741.4,81,
162,190.1,148.1,178.8,18.8,838.1,741.4,82,
162,190.1,148.1,178.8,18.8,838.1,741.4,83,
162,190.1,148.1,178.8,18.8,838.1,741.4,84,
162,190.1,148.1,178.8,18.8,838.1,741.4,85,
162,190.1,148.1,178.8,18.8,838.1,741.4,86,
162,190.1,148.1,178.8,18.8,838.1,741.4,87,
162,190.1,148.1,178.8,18.8,838.1,741.4,88,
162,190.1,148.1,178.8,18.8,838.1,741.4,89,
162,190.1,148.1,178.8,18.8,838.1,741.4,90,
162,214,164,202,10,820,680,1,
162,214,164,202,10,820,680,2,
162,214,164,202,10,820,680,3,
162,214,164,202,10,820,680,4,
162,214,164,202,10,820,680,5,
162,214,164,202,10,820,680,6,
162,214,164,202,10,820,680,7,
162,214,164,202,10,820,680,8,
162,214,164,202,10,820,680,9,
162,214,164,202,10,820,680,10,
162,214,164,202,10,820,680,11,
162,214,164,202,10,820,680,12,
162,214,164,202,10,820,680,13,
162,214,164,202,10,820,680,14,
162,214,164,202,10,820,680,15,
162,214,164,202,10,820,680,16,
162,214,164,202,10,820,680,17,
162,214,164,202,10,820,680,18,
162,214,164,202,10,820,680,19,
162,214,164,202,10,820,680,20,
162,214,164,202,10,820,680,21,
162,214,164,202,10,820,680,22,
162,214,164,202,10,820,680,23,
162,214,164,202,10,820,680,24,
162,214,164,202,10,820,680,25,
162,214,164,202,10,820,680,26,
162,214,164,202,10,820,680,27,
162,214,164,202,10,820,680,28,30.65
162,214,164,202,10,820,680,29,
162,214,164,202,10,820,680,30,
162,214,164,202,10,820,680,31,
162,214,164,202,10,820,680,32,
162,214,164,202,10,820,680,33,
162,214,164,202,10,820,680,34,
162,214,164,202,10,820,680,35,
162,214,164,202,10,820,680,36,
162,214,164,202,10,820,680,37,
162,214,164,202,10,820,680,38,
162,214,164,202,10,820,680,39,
162,214,164,202,10,820,680,40,
162,214,164,202,10,820,680,41,
162,214,164,202,10,820,680,42,
162,214,164,202,10,820,680,43,
162,214,164,202,10,820,680,44,
162,214,164,202,10,820,680,45,
162,214,164,202,10,820,680,46,
162,214,164,202,10,820,680,47,
162,214,164,202,10,820,680,48,
162,214,164,202,10,820,680,49,
162,214,164,202,10,820,680,50,
162,214,164,202,10,820,680,51,
162,214,164,202,10,820,680,52,
162,214,164,202,10,820,680,53,
162,214,164,202,10,820,680,54,
162,214,164,202,10,820,680,55,
162,214,164,202,10,820,680,56,
162,214,164,202,10,820,680,57,
162,214,164,202,10,820,680,58,
162,214,164,202,10,820,680,59,
162,214,164,202,10,820,680,60,
162,214,164,202,10,820,680,61,
162,214,164,202,10,820,680,62,
162,214,164,202,10,820,680,63,
162,214,164,202,10,820,680,64,
162,214,164,202,10,820,680,65,
162,214,164,202,10,820,680,66,
162,214,164,202,10,820,680,67,
162,214,164,202,10,820,680,68,
162,214,164,202,10,820,680,69,
162,214,164,202,10,820,680,70,
162,214,164,202,10,820,680,71,
162,214,164,202,10,820,680,72,
162,214,164,202,10,820,680,73,
162,214,164,202,10,820,680,74,
162,214,164,202,10,820,680,75,
162,214,164,202,10,820,680,76,
162,214,164,202,10,820,680,77,
162,214,164,202,10,820,680,78,
162,214,164,202,10,820,680,79,
162,214,164,202,10,820,680,80,
162,214,164,202,10,820,680,81,
162,214,164,202,10,820,680,82,
162,214,164,202,10,820,680,83,
162,214,164,202,10,820,680,84,
162,214,164,202,10,820,680,85,
162,214,164,202,10,820,680,86,
162,214,164,202,10,820,680,87,
162,214,164,202,10,820,680,88,
162,214,164,202,10,820,680,89,
162,214,164,202,10,820,680,90,
164,163,128,197,8,961,641,1,
164,163,128,197,8,961,641,2,
164,163,128,197,8,961,641,3,
164,163,128,197,8,961,641,4,
164,163,128,197,8,961,641,5,
164,163,128,197,8,961,641,6,
164,163,128,197,8,961,641,7,
164,163,128,197,8,961,641,8,
164,163,128,197,8,961,641,9,
164,163,128,197,8,961,641,10,
164,163,128,197,8,961,641,11,
164,163,128,197,8,961,641,12,
164,163,128,197,8,961,641,13,
164,163,128,197,8,961,641,14,
164,163,128,197,8,961,641,15,
164,163,128,197,8,961,641,16,
164,163,128,197,8,961,641,17,
164,163,128,197,8,961,641,18,
164,163,128,197,8,961,641,19,
164,163,128,197,8,961,641,20,
164,163,128,197,8,961,641,21,
164,163,128,197,8,961,641,22,
164,163,128,197,8,961,641,23,
164,163,128,197,8,961,641,24,
164,163,128,197,8,961,641,25,
164,163,128,197,8,961,641,26,
164,163,128,197,8,961,641,27,
164,163,128,197,8,961,641,28,27.23
164,163,128,197,8,961,641,29,
164,163,128,197,8,961,641,30,
164,163,128,197,8,961,641,31,
164,163,128,197,8,961,641,32,
164,163,128,197,8,961,641,33,
164,163,128,197,8,961,641,34,
164,163,128,197,8,961,641,35,
164,163,128,197,8,961,641,36,
164,163,128,197,8,961,641,37,
164,163,128,197,8,961,641,38,
164,163,128,197,8,961,641,39,
164,163,128,197,8,961,641,40,
164,163,128,197,8,961,641,41,
164,163,128,197,8,961,641,42,
164,163,128,197,8,961,641,43,
164,163,128,197,8,961,641,44,
164,163,128,197,8,961,641,45,
164,163,128,197,8,961,641,46,
164,163,128,197,8,961,641,47,
164,163,128,197,8,961,641,48,
164,163,128,197,8,961,641,49,
164,163,128,197,8,961,641,50,
164,163,128,197,8,961,641,51,
164,163,128,197,8,961,641,52,
164,163,128,197,8,961,641,53,
164,163,128,197,8,961,641,54,
164,163,128,197,8,961,641,55,
164,163,128,197,8,961,641,56,
164,163,128,197,8,961,641,57,
164,163,128,197,8,961,641,58,
164,163,128,197,8,961,641,59,
164,163,128,197,8,961,641,60,
164,163,128,197,8,961,641,61,
164,163,128,197,8,961,641,62,
164,163,128,197,8,961,641,63,
164,163,128,197,8,961,641,64,
164,163,128,197,8,961,641,65,
164,163,128,197,8,961,641,66,
164,163,128,197,8,961,641,67,
164,163,128,197,8,961,641,68,
164,163,128,197,8,961,641,69,
164,163,128,197,8,961,641,70,
164,163,128,197,8,961,641,71,
164,163,128,197,8,961,641,72,
164,163,128,197,8,961,641,73,
164,163,128,197,8,961,641,74,
164,163,128,197,8,961,641,75,
164,163,128,197,8,961,641,76,
164,163,128,197,8,961,641,77,
164,163,128,197,8,961,641,78,
164,163,128,197,8,961,641,79,
164,163,128,197,8,961,641,80,
164,163,128,197,8,961,641,81,
164,163,128,197,8,961,641,82,
164,163,128,197,8,961,641,83,
164,163,128,197,8,961,641,84,
164,163,128,197,8,961,641,85,
164,163,128,197,8,961,641,86,
164,163,128,197,8,961,641,87,
164,163,128,197,8,961,641,88,
164,163,128,197,8,961,641,89,
164,163,128,197,8,961,641,90,
164,0,200,181,13,849,846,1,
164,0,200,181,13,849,846,2,
164,0,200,181,13,849,846,3,
164,0,200,181,13,849,846,4,
164,0,200,181,13,849,846,5,
164,0,200,181,13,849,846,6,
164,0,200,181,13,849,846,7,
164,0,200,181,13,849,846,8,
164,0,200,181,13,849,846,9,
164,0,200,181,13,849,846,10,
164,0,200,181,13,849,846,11,
164,0,200,181,13,849,846,12,
164,0,200,181,13,849,846,13,
164,0,200,181,13,849,846,14,
164,0,200,181,13,849,846,15,
164,0,200,181,13,849,846,16,
164,0,200,181,13,849,846,17,
164,0,200,181,13,849,846,18,
164,0,200,181,13,849,846,19,
164,0,200,181,13,849,846,20,
164,0,200,181,13,849,846,21,
164,0,200,181,13,849,846,22,
164,0,200,181,13,849,846,23,
164,0,200,181,13,849,846,24,
164,0,200,181,13,849,846,25,
164,0,200,181,13,849,846,26,
164,0,200,181,13,849,846,27,
164,0,200,181,13,849,846,28,15.09
164,0,200,181,13,849,846,29,
164,0,200,181,13,849,846,30,
164,0,200,181,13,849,846,31,
164,0,200,181,13,849,846,32,
164,0,200,181,13,849,846,33,
164,0,200,181,13,849,846,34,
164,0,200,181,13,849,846,35,
164,0,200,181,13,849,846,36,
164,0,200,181,13,849,846,37,
164,0,200,181,13,849,846,38,
164,0,200,181,13,849,846,39,
164,0,200,181,13,849,846,40,
164,0,200,181,13,849,846,41,
164,0,200,181,13,849,846,42,
164,0,200,181,13,849,846,43,
164,0,200,181,13,849,846,44,
164,0,200,181,13,849,846,45,
164,0,200,181,13,849,846,46,
164,0,200,181,13,849,846,47,
164,0,200,181,13,849,846,48,
164,0,200,181,13,849,846,49,
164,0,200,181,13,849,846,50,
164,0,200,181,13,849,846,51,
164,0,200,181,13,849,846,52,
164,0,200,181,13,849,846,53,
164,0,200,181,13,849,846,54,
164,0,200,181,13,849,846,55,
164,0,200,181,13,849,846,56,
164,0,200,181,13,849,846,57,
164,0,200,181,13,849,846,58,
164,0,200,181,13,849,846,59,
164,0,200,181,13,849,846,60,
164,0,200,181,13,849,846,61,
164,0,200,181,13,849,846,62,
164,0,200,181,13,849,846,63,
164,0,200,181,13,849,846,64,
164,0,200,181,13,849,846,65,
164,0,200,181,13,849,846,66,
164,0,200,181,13,849,846,67,
164,0,200,181,13,849,846,68,
164,0,200,181,13,849,846,69,
164,0,200,181,13,849,846,70,
164,0,200,181,13,849,846,71,
164,0,200,181,13,849,846,72,
164,0,200,181,13,849,846,73,
164,0,200,181,13,849,846,74,
164,0,200,181,13,849,846,75,
164,0,200,181,13,849,846,76,
164,0,200,181,13,849,846,77,
164,0,200,181,13,849,846,78,
164,0,200,181,13,849,846,79,
164,0,200,181,13,849,846,80,
164,0,200,181,13,849,846,81,
164,0,200,181,13,849,846,82,
164,0,200,181,13,849,846,83,
164,0,200,181,13,849,846,84,
164,0,200,181,13,849,846,85,
164,0,200,181,13,849,846,86,
164,0,200,181,13,849,846,87,
164,0,200,181,13,849,846,88,
164,0,200,181,13,849,846,89,
164,0,200,181,13,849,846,90,
164.2,0,200.1,181.2,12.6,849.3,846,1,
164.2,0,200.1,181.2,12.6,849.3,846,2,
164.2,0,200.1,181.2,12.6,849.3,846,3,
164.2,0,200.1,181.2,12.6,849.3,846,4,
164.2,0,200.1,181.2,12.6,849.3,846,5,
164.2,0,200.1,181.2,12.6,849.3,846,6,
164.2,0,200.1,181.2,12.6,849.3,846,7,
164.2,0,200.1,181.2,12.6,849.3,846,8,
164.2,0,200.1,181.2,12.6,849.3,846,9,
164.2,0,200.1,181.2,12.6,849.3,846,10,
164.2,0,200.1,181.2,12.6,849.3,846,11,
164.2,0,200.1,181.2,12.6,849.3,846,12,
164.2,0,200.1,181.2,12.6,849.3,846,13,
164.2,0,200.1,181.2,12.6,849.3,846,14,
164.2,0,200.1,181.2,12.6,849.3,846,15,
164.2,0,200.1,181.2,12.6,849.3,846,16,
164.2,0,200.1,181.2,12.6,849.3,846,17,
164.2,0,200.1,181.2,12.6,849.3,846,18,
164.2,0,200.1,181.2,12.6,849.3,846,19,
164.2,0,200.1,181.2,12.6,849.3,846,20,
164.2,0,200.1,181.2,12.6,849.3,846,21,
164.2,0,200.1,181.2,12.6,849.3,846,22,
164.2,0,200.1,181.2,12.6,849.3,846,23,
164.2,0,200.1,181.2,12.6,849.3,846,24,
164.2,0,200.1,181.2,12.6,849.3,846,25,
164.2,0,200.1,181.2,12.6,849.3,846,26,
164.2,0,200.1,181.2,12.6,849.3,846,27,
164.2,0,200.1,181.2,12.6,849.3,846,28,15.09
164.2,0,200.1,181.2,12.6,849.3,846,29,
164.2,0,200.1,181.2,12.6,849.3,846,30,
164.2,0,200.1,181.2,12.6,849.3,846,31,
164.2,0,200.1,181.2,12.6,849.3,846,32,
164.2,0,200.1,181.2,12.6,849.3,846,33,
164.2,0,200.1,181.2,12.6,849.3,846,34,
164.2,0,200.1,181.2,12.6,849.3,846,35,
164.2,0,200.1,181.2,12.6,849.3,846,36,
164.2,0,200.1,181.2,12.6,849.3,846,37,
164.2,0,200.1,181.2,12.6,849.3,846,38,
164.2,0,200.1,181.2,12.6,849.3,846,39,
164.2,0,200.1,181.2,12.6,849.3,846,40,
164.2,0,200.1,181.2,12.6,849.3,846,41,
164.2,0,200.1,181.2,12.6,849.3,846,42,
164.2,0,200.1,181.2,12.6,849.3,846,43,
164.2,0,200.1,181.2,12.6,849.3,846,44,
164.2,0,200.1,181.2,12.6,849.3,846,45,
164.2,0,200.1,181.2,12.6,849.3,846,46,
164.2,0,200.1,181.2,12.6,849.3,846,47,
164.2,0,200.1,181.2,12.6,849.3,846,48,
164.2,0,200.1,181.2,12.6,849.3,846,49,
164.2,0,200.1,181.2,12.6,849.3,846,50,
164.2,0,200.1,181.2,12.6,849.3,846,51,
164.2,0,200.1,181.2,12.6,849.3,846,52,
164.2,0,200.1,181.2,12.6,849.3,846,53,
164.2,0,200.1,181.2,12.6,849.3,846,54,
164.2,0,200.1,181.2,12.6,849.3,846,55,
164.2,0,200.1,181.2,12.6,849.3,846,56,
164.2,0,200.1,181.2,12.6,849.3,846,57,
164.2,0,200.1,181.2,12.6,849.3,846,58,
164.2,0,200.1,181.2,12.6,849.3,846,59,
164.2,0,200.1,181.2,12.6,849.3,846,60,
164.2,0,200.1,181.2,12.6,849.3,846,61,
164.2,0,200.1,181.2,12.6,849.3,846,62,
164.2,0,200.1,181.2,12.6,849.3,846,63,
164.2,0,200.1,181.2,12.6,849.3,846,64,
164.2,0,200.1,181.2,12.6,849.3,846,65,
164.2,0,200.1,181.2,12.6,849.3,846,66,
164.2,0,200.1,181.2,12.6,849.3,846,67,
164.2,0,200.1,181.2,12.6,849.3,846,68,
164.2,0,200.1,181.2,12.6,849.3,846,69,
164.2,0,200.1,181.2,12.6,849.3,846,70,
164.2,0,200.1,181.2,12.6,849.3,846,71,
164.2,0,200.1,181.2,12.6,849.3,846,72,
164.2,0,200.1,181.2,12.6,849.3,846,73,
164.2,0,200.1,181.2,12.6,849.3,846,74,
164.2,0,200.1,181.2,12.6,849.3,846,75,
164.2,0,200.1,181.2,12.6,849.3,846,76,
164.2,0,200.1,181.2,12.6,849.3,846,77,
164.2,0,200.1,181.2,12.6,849.3,846,78,
164.2,0,200.1,181.2,12.6,849.3,846,79,
164.2,0,200.1,181.2,12.6,849.3,846,80,
164.2,0,200.1,181.2,12.6,849.3,846,81,
164.2,0,200.1,181.2,12.6,849.3,846,82,
164.2,0,200.1,181.2,12.6,849.3,846,83,
164.2,0,200.1,181.2,12.6,849.3,846,84,
164.2,0,200.1,181.2,12.6,849.3,846,85,
164.2,0,200.1,181.2,12.6,849.3,846,86,
164.2,0,200.1,181.2,12.6,849.3,846,87,
164.2,0,200.1,181.2,12.6,849.3,846,88,
164.2,0,200.1,181.2,12.6,849.3,846,89,
164.2,0,200.1,181.2,12.6,849.3,846,90,
164.6,0,150.4,181.6,11.7,1023.3,728.9,1,
164.6,0,150.4,181.6,11.7,1023.3,728.9,2,
164.6,0,150.4,181.6,11.7,1023.3,728.9,3,
164.6,0,150.4,181.6,11.7,1023.3,728.9,4,
164.6,0,150.4,181.6,11.7,1023.3,728.9,5,
164.6,0,150.4,181.6,11.7,1023.3,728.9,6,
164.6,0,150.4,181.6,11.7,1023.3,728.9,7,
164.6,0,150.4,181.6,11.7,1023.3,728.9,8,
164.6,0,150.4,181.6,11.7,1023.3,728.9,9,
164.6,0,150.4,181.6,11.7,1023.3,728.9,10,
164.6,0,150.4,181.6,11.7,1023.3,728.9,11,
164.6,0,150.4,181.6,11.7,1023.3,728.9,12,
164.6,0,150.4,181.6,11.7,1023.3,728.9,13,
164.6,0,150.4,181.6,11.7,1023.3,728.9,14,
164.6,0,150.4,181.6,11.7,1023.3,728.9,15,
164.6,0,150.4,181.6,11.7,1023.3,728.9,16,
164.6,0,150.4,181.6,11.7,1023.3,728.9,17,
164.6,0,150.4,181.6,11.7,1023.3,728.9,18,
164.6,0,150.4,181.6,11.7,1023.3,728.9,19,
164.6,0,150.4,181.6,11.7,1023.3,728.9,20,
164.6,0,150.4,181.6,11.7,1023.3,728.9,21,
164.6,0,150.4,181.6,11.7,1023.3,728.9,22,
164.6,0,150.4,181.6,11.7,1023.3,728.9,23,
164.6,0,150.4,181.6,11.7,1023.3,728.9,24,
164.6,0,150.4,181.6,11.7,1023.3,728.9,25,
164.6,0,150.4,181.6,11.7,1023.3,728.9,26,
164.6,0,150.4,181.6,11.7,1023.3,728.9,27,
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.03
164.6,0,150.4,181.6,11.7,1023.3,728.9,29,
164.6,0,150.4,181.6,11.7,1023.3,728.9,30,
164.6,0,150.4,181.6,11.7,1023.3,728.9,31,
164.6,0,150.4,181.6,11.7,1023.3,728.9,32,
164.6,0,150.4,181.6,11.7,1023.3,728.9,33,
164.6,0,150.4,181.6,11.7,1023.3,728.9,34,
164.6,0,150.4,181.6,11.7,1023.3,728.9,35,
164.6,0,150.4,181.6,11.7,1023.3,728.9,36,
164.6,0,150.4,181.6,11.7,1023.3,728.9,37,
164.6,0,150.4,181.6,11.7,1023.3,728.9,38,
164.6,0,150.4,181.6,11.7,1023.3,728.9,39,
164.6,0,150.4,181.6,11.7,1023.3,728.9,40,
164.6,0,150.4,181.6,11.7,1023.3,728.9,41,
164.6,0,150.4,181.6,11.7,1023.3,728.9,42,
164.6,0,150.4,181.6,11.7,1023.3,728.9,43,
164.6,0,150.4,181.6,11.7,1023.3,728.9,44,
164.6,0,150.4,181.6,11.7,1023.3,728.9,45,
164.6,0,150.4,181.6,11.7,1023.3,728.9,46,
164.6,0,150.4,181.6,11.7,1023.3,728.9,47,
164.6,0,150.4,181.6,11.7,1023.3,728.9,48,
164.6,0,150.4,181.6,11.7,1023.3,728.9,49,
164.6,0,150.4,181.6,11.7,1023.3,728.9,50,
164.6,0,150.4,181.6,11.7,1023.3,728.9,51,
164.6,0,150.4,181.6,11.7,1023.3,728.9,52,
164.6,0,150.4,181.6,11.7,1023.3,728.9,53,
164.6,0,150.4,181.6,11.7,1023.3,728.9,54,
164.6,0,150.4,181.6,11.7,1023.3,728.9,55,
164.6,0,150.4,181.6,11.7,1023.3,728.9,56,
164.6,0,150.4,181.6,11.7,1023.3,728.9,57,
164.6,0,150.4,181.6,11.7,1023.3,728.9,58,
164.6,0,150.4,181.6,11.7,1023.3,728.9,59,
164.6,0,150.4,181.6,11.7,1023.3,728.9,60,
164.6,0,150.4,181.6,11.7,1023.3,728.9,61,
164.6,0,150.4,181.6,11.7,1023.3,728.9,62,
164.6,0,150.4,181.6,11.7,1023.3,728.9,63,
164.6,0,150.4,181.6,11.7,1023.3,728.9,64,
164.6,0,150.4,181.6,11.7,1023.3,728.9,65,
164.6,0,150.4,181.6,11.7,1023.3,728.9,66,
164.6,0,150.4,181.6,11.7,1023.3,728.9,67,
164.6,0,150.4,181.6,11.7,1023.3,728.9,68,
164.6,0,150.4,181.6,11.7,1023.3,728.9,69,
164.6,0,150.4,181.6,11.7,1023.3,728.9,70,
164.6,0,150.4,181.6,11.7,1023.3,728.9,71,
164.6,0,150.4,181.6,11.7,1023.3,728.9,72,
164.6,0,150.4,181.6,11.7,1023.3,728.9,73,
164.6,0,150.4,181.6,11.7,1023.3,728.9,74,
164.6,0,150.4,181.6,11.7,1023.3,728.9,75,
164.6,0,150.4,181.6,11.7,1023.3,728.9,76,
164.6,0,150.4,181.6,11.7,1023.3,728.9,77,
164.6,0,150.4,181.6,11.7,1023.3,728.9,78,
164.6,0,150.4,181.6,11.7,1023.3,728.9,79,
164.6,0,150.4,181.6,11.7,1023.3,728.9,80,
164.6,0,150.4,181.6,11.7,1023.3,728.9,81,
164.6,0,150.4,181.6,11.7,1023.3,728.9,82,
164.6,0,150.4,181.6,11.7,1023.3,728.9,83,
